user_id,phone_number,joined_date,last_login,is_active,is_admin
2701,(676)816-2278x246,2024-10-25T17:49:06.684352,2024/05/29 02:15:18,false,FALSE
2702,001-873-359-4798x9752,2022-10-03T18:00:24.412132,2024/01/17 05:33:42,true,false
2703,001-934-658-6924x3883,2024-01-01T14:05:01.519345,2024/10/30 06:36:02,FALSE,FALSE
2704,001-716-288-9722x046,2021-08-05T23:19:13.253514,2024/01/15 19:02:49,TRUE,true
2705,001-599-956-2386x31347,2024-07-19T16:25:15.994157,2024/09/15 23:13:58,FALSE,FALSE
2706,(986)420-0040x20809,2020-10-17T09:40:12.081379,2024/11/11 04:02:34,TRUE,false
2707,696.438.6103x9783,2021-01-12T19:51:07.991034,2024/05/23 13:44:57,FALSE,FALSE
2708,+1-616-255-9621x4858,2023-01-29T22:49:20.334301,2024/03/23 16:43:30,false,TRUE
2709,271-569-5189,2020-01-19T21:15:18.679775,2024/05/20 07:07:30,FALSE,false
2710,862.588.9682x8156,2024-07-06T13:19:55.316371,2024/07/12 09:31:00,FALSE,TRUE
2711,(932)241-7471,2023-04-04T09:18:20.990654,2024/11/19 19:42:09,false,false
2712,350.724.1460,2020-02-14T00:59:40.890418,2024/03/20 01:32:28,true,FALSE
2713,7665616845,2023-04-11T12:32:54.048881,2024/01/03 06:55:26,false,true
2714,794-266-0319x2523,2020-11-15T21:16:51.900984,2024/07/22 16:52:49,true,false
2715,582-609-1848,2022-02-05T19:01:17.126059,2024/11/03 05:02:04,false,FALSE
2716,001-803-855-2390x3903,2023-05-26T01:03:26.826256,2024/02/09 10:22:35,FALSE,false
2717,+1-918-933-5775x6878,2020-12-13T06:06:53.592707,2024/08/28 18:47:48,FALSE,false
2718,595-259-7647x467,2021-07-05T20:46:42.147993,2024/01/10 23:23:16,FALSE,true
2719,(606)354-4984,2022-01-13T01:32:42.543795,2024/07/22 14:53:20,false,TRUE
2720,(217)707-4978x8280,2021-02-18T15:33:09.900129,2024/04/17 21:53:03,false,FALSE
2721,(945)793-2476x319,2022-12-01T18:19:56.427380,2024/11/02 01:52:13,FALSE,TRUE
2722,001-769-976-2478x00523,2021-05-16T19:58:12.782656,2024/05/03 06:09:09,true,false
2723,001-672-759-5416,2023-05-17T00:50:45.000684,2024/04/13 06:09:22,TRUE,true
2724,(393)568-5530x462,2022-02-02T21:21:15.598528,2024/06/03 00:01:48,true,TRUE
2725,341-756-0601,2020-09-02T23:18:44.806857,2024/07/15 13:27:14,true,false
2726,339-469-5339,2020-11-04T12:55:44.029726,2024/04/18 03:16:36,false,false
2727,573-910-2663x4324,2022-12-21T12:59:58.738776,2024/07/30 02:11:46,FALSE,false
2728,967-784-8170x02580,2022-06-04T09:59:13.463072,2024/06/06 17:39:59,false,TRUE
2729,6715699517,2023-05-30T03:35:57.086491,2024/09/23 01:10:42,true,false
2730,(921)621-9064x56680,2023-05-09T19:51:38.308346,2024/04/06 13:54:08,TRUE,false
2731,470-885-2794,2022-07-24T09:46:57.857263,2024/02/11 07:03:35,TRUE,true
2732,398.427.5857,2022-04-16T10:37:03.549924,2024/07/20 09:16:05,false,TRUE
2733,+1-310-329-3576x7138,2022-02-05T13:32:41.325722,2024/02/19 11:56:10,TRUE,FALSE
2734,4223954954,2022-03-31T14:42:24.568407,2024/05/09 04:57:19,FALSE,FALSE
2735,+1-597-238-5083x1750,2023-03-11T05:54:44.733178,2024/02/23 14:34:48,TRUE,FALSE
2736,994-401-0827,2022-11-21T05:03:25.609333,2024/07/13 21:07:39,TRUE,true
2737,216.929.3830,2020-10-09T01:08:38.723715,2024/07/17 14:07:34,TRUE,true
2738,5979258406,2023-10-14T18:09:34.638927,2024/04/18 17:38:09,false,FALSE
2739,(903)721-2173x919,2021-01-21T01:13:52.364980,2024/11/18 05:05:21,TRUE,false
2740,744.889.1955,2022-11-11T21:12:46.209214,2024/05/10 01:09:46,false,true
2741,+1-331-809-9628x4165,2023-07-14T18:23:17.610001,2024/07/26 16:54:16,true,true
2742,+1-264-285-0485x8321,2022-04-05T21:37:39.774373,2024/04/10 23:54:45,false,false
2743,001-226-506-3299x683,2024-05-22T15:58:47.807232,2024/03/12 05:29:57,true,true
2744,9362695012,2020-10-15T03:29:41.840834,2024/04/28 23:49:50,TRUE,true
2745,575-368-6988,2020-11-11T02:53:36.633639,2024/04/26 11:12:10,false,false
2746,+1-246-870-1505,2023-03-23T18:20:10.186402,2024/01/21 21:30:59,FALSE,FALSE
2747,(230)590-8263x2762,2023-11-29T18:18:39.013830,2024/06/14 15:57:09,FALSE,false
2748,869-775-6554,2024-08-10T14:46:49.254562,2024/09/14 03:37:24,TRUE,true
2749,736.690.7703x971,2023-02-10T16:14:37.814142,2024/02/29 06:11:59,true,FALSE
2750,001-278-582-6729x3901,2020-05-14T07:48:33.183739,2024/07/11 13:16:07,TRUE,TRUE
2751,001-262-379-0787x08713,2023-01-24T20:25:28.388250,2024/04/26 17:05:39,true,FALSE
2752,6764200037,2020-03-28T19:12:49.770069,2024/01/22 05:34:45,false,true
2753,001-799-689-0394x877,2024-05-23T10:51:26.602480,2024/08/05 04:07:17,true,false
2754,5199558756,2022-01-03T00:47:29.114367,2024/09/01 10:52:44,false,FALSE
2755,611.993.6765x673,2023-12-04T02:22:14.663692,2024/10/06 09:07:47,TRUE,TRUE
2756,+1-820-925-7515x2583,2020-11-13T22:11:32.866959,2024/06/11 12:14:49,true,true
2757,(685)555-8092,2023-10-21T18:59:38.069539,2024/10/01 10:39:49,FALSE,TRUE
2758,965-804-9131x46812,2023-06-03T20:59:24.509743,2024/01/13 06:23:01,FALSE,TRUE
2759,599-621-9997,2021-04-03T02:28:06.186569,2024/05/12 22:39:47,FALSE,TRUE
2760,794.237.7977x386,2021-03-07T07:57:15.669590,2024/06/16 07:13:06,FALSE,false
2761,(713)952-7929,2020-11-16T15:58:24.394387,2024/06/22 00:37:54,FALSE,true
2762,+1-764-889-3473x401,2021-11-08T19:04:59.846609,2024/02/06 09:47:36,TRUE,true
2763,2144218931,2020-09-04T03:53:54.170581,2024/11/02 21:55:18,true,false
2764,(771)397-2303,2024-03-31T01:14:33.071321,2024/03/12 01:46:19,FALSE,true
2765,312.633.8098x3061,2022-12-06T11:13:37.026198,2024/05/02 08:53:32,true,TRUE
2766,651-379-7248,2020-12-31T13:51:05.436390,2024/05/30 23:00:12,TRUE,false
2767,446-237-8467x01367,2020-03-05T00:01:34.266493,2024/01/26 16:07:39,true,true
2768,001-776-618-9775x71904,2021-10-30T04:35:24.450860,2024/04/01 04:41:38,FALSE,false
2769,001-992-720-7106,2024-09-18T22:32:50.973094,2024/01/28 00:02:17,false,true
2770,354.201.3184x101,2023-09-05T01:01:08.783941,2024/01/13 22:37:54,FALSE,FALSE
2771,(229)816-5033,2023-06-03T20:41:56.382138,2024/09/28 21:26:31,TRUE,TRUE
2772,(932)438-8461x80588,2023-03-08T23:40:52.289932,2024/09/01 20:49:55,FALSE,TRUE
2773,(678)684-4943x971,2024-02-04T21:47:23.206969,2024/04/24 23:20:01,FALSE,true
2774,(236)437-4959x57390,2022-11-04T08:06:34.735806,2024/02/22 22:03:19,TRUE,false
2775,926.675.6151x878,2021-02-17T22:10:43.344492,2024/10/01 17:04:24,true,false
2776,001-896-567-6553,2021-03-06T20:47:18.697897,2024/04/05 05:57:25,FALSE,TRUE
2777,379-318-8732,2020-07-26T19:44:18.071564,2024/01/29 06:55:03,FALSE,TRUE
2778,+1-484-913-5213x69981,2023-11-08T22:18:14.748465,2024/07/05 13:14:37,FALSE,TRUE
2779,506.972.2079,2022-12-10T08:56:46.229975,2024/05/28 19:30:42,TRUE,false
2780,001-296-802-5331x6703,2021-01-09T05:20:46.501668,2024/09/17 02:27:18,FALSE,true
2781,461.569.3616x97691,2020-03-01T09:41:37.898798,2024/04/08 12:58:07,FALSE,TRUE
2782,855-699-6476,2020-07-26T18:32:49.185279,2024/11/12 17:47:01,FALSE,FALSE
2783,771-681-5558x308,2022-04-16T13:05:21.835885,2024/02/21 08:08:29,true,false
2784,001-680-547-7879,2024-11-17T04:17:10.224267,2024/04/11 21:56:42,TRUE,false
2785,718-535-1186,2022-06-06T14:53:30.889752,2024/10/24 04:47:00,TRUE,FALSE
2786,584.839.1406,2020-09-28T17:00:57.074780,2024/03/21 01:41:32,FALSE,false
2787,001-378-239-2440,2021-08-05T18:50:29.885787,2024/04/02 13:01:28,FALSE,FALSE
2788,7774184158,2024-05-22T13:39:07.219184,2024/03/29 17:52:05,true,true
2789,001-203-253-1715,2022-12-28T20:32:11.762339,2024/10/31 21:36:17,false,false
2790,001-803-938-2978,2023-03-31T19:52:24.354978,2024/10/20 22:21:55,true,true
2791,001-874-719-8340,2022-03-01T22:25:58.065454,2024/08/05 21:10:20,false,TRUE
2792,(602)327-8995x347,2023-09-14T02:18:03.142773,2024/04/06 19:56:09,false,true
2793,603-627-1474,2023-03-09T01:35:01.134548,2024/10/28 08:25:28,true,TRUE
2794,239-432-7888x8098,2020-06-10T20:15:14.010467,2024/03/30 09:51:16,FALSE,TRUE
2795,+1-938-456-6631x69422,2023-01-16T14:13:30.785623,2024/07/15 00:46:52,FALSE,TRUE
2796,001-861-430-6780x09332,2023-12-03T07:25:30.493805,2024/04/24 20:18:31,false,false
2797,502.585.2104x7995,2023-06-10T06:11:12.224265,2024/03/08 09:21:14,false,true
2798,958-347-0966x1339,2020-03-16T02:42:45.240102,2024/03/27 09:25:37,FALSE,false
2799,001-943-925-6948x584,2021-11-30T03:48:15.853865,2024/06/13 07:25:33,true,FALSE
2800,(416)705-2346,2020-12-17T16:02:38.641982,2024/01/26 12:37:19,false,TRUE
2801,001-697-533-0638x8283,2020-02-07T13:27:14.533987,2024/01/09 13:42:13,TRUE,false
2802,3467544188,2023-12-24T15:34:50.589380,2024/06/17 21:52:48,false,FALSE
2803,001-509-305-2354x368,2021-09-21T20:10:44.154469,2024/08/04 12:42:04,TRUE,TRUE
2804,001-410-778-7004x410,2022-11-03T03:46:00.616663,2024/01/30 20:29:50,TRUE,false
2805,680-800-2985,2023-09-11T18:49:53.371106,2024/07/23 18:03:37,TRUE,true
2806,001-364-479-7084x0260,2024-09-08T17:26:01.998591,2024/11/15 07:27:21,false,TRUE
2807,(639)563-5997x682,2022-07-23T11:25:56.443962,2024/06/27 23:19:43,FALSE,FALSE
2808,595-847-3189x95843,2020-01-22T20:35:07.739212,2024/03/25 13:05:19,FALSE,TRUE
2809,734-392-4824x4019,2021-02-24T00:47:19.701605,2024/02/12 13:40:42,true,false
2810,+1-637-242-3209x37474,2024-02-06T12:13:36.980325,2024/03/21 21:26:59,FALSE,false
2811,6076669992,2020-02-01T06:35:33.084267,2024/05/08 01:56:56,true,true
2812,7894631664,2020-07-08T13:05:59.020897,2024/03/03 06:29:11,false,true
2813,930-264-2259,2020-12-17T07:38:06.318836,2024/06/21 02:57:34,false,false
2814,001-738-262-9481x052,2022-06-29T20:05:39.225277,2024/02/25 01:45:55,false,TRUE
2815,+1-699-471-0913x69952,2023-07-11T18:22:30.910724,2024/03/23 05:07:33,false,FALSE
2816,001-900-316-4011x588,2021-01-04T07:29:43.722900,2024/02/28 09:19:34,true,false
2817,(945)288-2588,2023-03-13T05:08:58.828502,2024/07/27 04:52:37,false,true
2818,(417)657-8591x59424,2021-02-08T09:38:57.386998,2024/08/18 15:33:53,false,true
2819,+1-752-707-0979x866,2023-08-29T16:23:05.974265,2024/10/09 13:53:32,FALSE,FALSE
2820,+1-801-893-4204x5170,2021-03-02T16:17:13.398702,2024/11/07 12:48:59,TRUE,true
2821,(713)785-5608x994,2023-12-09T03:53:08.694917,2024/02/06 11:54:07,false,true
2822,001-893-829-2004,2021-10-16T18:50:17.360892,2024/08/16 16:49:57,false,FALSE
2823,775-805-5540,2021-08-28T07:42:18.012290,2024/06/14 20:39:44,FALSE,TRUE
2824,8196139943,2023-08-15T10:05:55.487845,2024/11/07 03:04:07,false,true
2825,+1-213-672-1875,2023-12-28T18:52:02.591712,2024/02/29 23:13:21,false,TRUE
2826,(676)805-7511,2020-06-22T18:30:24.145044,2024/03/02 19:10:59,TRUE,false
2827,+1-741-287-1086x7355,2021-01-28T01:08:24.329456,2024/03/06 05:22:09,true,true
2828,001-364-951-6582x35473,2022-05-22T16:54:37.739126,2024/06/05 14:24:35,false,TRUE
2829,001-623-734-1694x474,2022-01-08T12:18:09.305157,2024/11/04 04:13:41,TRUE,TRUE
2830,001-795-631-1235x9031,2023-07-06T16:40:51.538068,2024/03/12 16:02:27,true,TRUE
2831,959.526.1597x46345,2024-10-29T03:16:22.045930,2024/07/24 10:37:07,false,true
2832,001-538-341-0903,2021-03-01T17:59:18.604354,2024/11/24 01:56:14,FALSE,FALSE
2833,(508)640-6672x8806,2023-11-09T13:44:14.816660,2024/01/10 13:52:47,TRUE,false
2834,3656092839,2022-05-01T10:57:56.529774,2024/04/21 02:50:03,true,FALSE
2835,(610)900-5312,2024-11-20T22:37:34.471669,2024/09/01 05:49:46,TRUE,FALSE
2836,647-589-8431x162,2020-01-21T20:59:03.669519,2024/03/14 07:48:02,TRUE,TRUE
2837,+1-568-536-6820x20181,2020-05-19T05:49:51.550942,2024/08/22 13:50:19,false,true
2838,+1-722-750-1309x213,2024-11-15T08:23:42.437793,2024/09/05 02:32:37,false,FALSE
2839,5985649729,2022-06-08T00:35:58.560558,2024/08/25 10:13:22,false,FALSE
2840,001-671-851-2774x192,2020-12-31T13:22:13.966268,2024/08/11 04:38:13,TRUE,true
2841,887.705.4625,2021-06-16T14:21:59.842627,2024/05/17 13:15:09,TRUE,true
2842,873.231.5631x587,2022-10-03T08:45:48.794139,2024/01/03 18:18:19,FALSE,FALSE
2843,+1-670-332-8402x08350,2022-12-13T10:16:11.519830,2024/02/04 17:04:17,false,TRUE
2844,001-549-750-5783,2020-03-04T15:00:47.970250,2024/05/30 09:42:16,FALSE,FALSE
2845,3509066823,2020-11-22T10:22:33.344439,2024/09/19 14:00:55,FALSE,FALSE
2846,+1-549-864-1673,2021-11-04T16:04:09.360914,2024/03/01 20:33:55,FALSE,true
2847,263.706.0460,2024-01-29T13:39:22.852940,2024/06/12 05:22:44,TRUE,FALSE
2848,001-791-572-0080,2024-11-22T01:43:22.152926,2024/03/05 04:04:59,true,false
2849,(579)898-0294x6466,2021-12-17T05:28:09.875237,2024/07/31 21:34:06,false,TRUE
2850,(671)242-4667,2022-07-22T16:55:39.841029,2024/07/07 05:43:13,TRUE,true
2851,401.849.5431x925,2020-03-07T00:19:59.090427,2024/08/30 17:55:59,TRUE,FALSE
2852,001-425-803-8782x003,2021-04-06T03:26:25.676615,2024/03/27 18:18:21,true,FALSE
2853,(352)259-1291x54474,2023-08-09T18:55:28.699203,2024/05/01 13:19:45,true,FALSE
2854,2108828384,2022-01-12T17:57:08.377202,2024/06/29 05:52:22,TRUE,false
2855,(581)934-9280,2020-08-01T03:43:14.460228,2024/08/23 10:07:11,false,TRUE
2856,707-423-9022,2024-04-26T12:34:42.124523,2024/07/06 01:29:17,TRUE,true
2857,393-709-1298x27247,2023-02-01T01:44:42.913732,2024/03/23 05:47:13,false,FALSE
2858,001-250-436-4987x4587,2021-03-27T07:26:06.279082,2024/07/24 09:40:24,true,TRUE
2859,+1-468-858-8096,2020-06-22T15:34:39.642814,2024/09/26 07:27:48,FALSE,true
2860,4519740449,2020-08-10T06:00:23.545612,2024/06/13 05:44:31,FALSE,FALSE
2861,001-403-299-4492,2021-08-09T21:22:36.717973,2024/04/06 12:12:39,TRUE,false
2862,240-403-1505,2020-09-17T15:27:01.700256,2024/02/09 13:03:24,FALSE,FALSE
2863,625.701.6893x0647,2023-08-01T20:42:51.899768,2024/06/25 18:38:46,TRUE,FALSE
2864,912.503.2118,2021-03-29T22:07:23.561610,2024/05/05 02:21:28,TRUE,TRUE
2865,911.381.2228x09567,2024-08-06T11:38:03.250799,2024/10/03 16:00:47,FALSE,TRUE
2866,001-730-334-4568x8857,2023-01-27T01:45:12.261402,2024/10/29 18:31:58,true,TRUE
2867,(235)224-6236,2022-07-28T22:47:10.179833,2024/02/06 20:23:28,TRUE,true
2868,723-373-0013,2020-08-23T14:00:24.827551,2024/04/04 16:28:57,true,FALSE
2869,511-634-3719x285,2023-11-29T10:28:36.030417,2024/09/20 02:39:35,true,false
2870,365-804-2688,2024-05-30T19:52:23.175457,2024/04/01 05:53:58,false,FALSE
2871,260.381.2368,2022-12-06T09:57:41.562872,2024/11/01 00:59:09,TRUE,false
2872,2356498384,2022-06-26T02:37:44.388568,2024/04/01 09:39:47,true,FALSE
2873,(724)318-9820x836,2020-08-09T19:31:51.565975,2024/08/28 03:03:57,true,true
2874,001-213-604-2579x668,2023-09-19T07:38:26.499212,2024/06/09 17:57:47,false,FALSE
2875,(516)513-2470,2022-11-14T12:21:02.114416,2024/08/07 22:56:32,false,false
2876,928.870.5840x3217,2023-11-09T18:06:12.216947,2024/11/05 05:37:13,FALSE,FALSE
2877,630-536-3994x883,2023-02-11T20:46:35.394016,2024/11/23 02:06:31,false,true
2878,218.256.6232x699,2024-01-13T03:38:06.170866,2024/02/07 00:48:17,TRUE,FALSE
2879,001-497-942-6262,2022-12-06T13:33:15.716041,2024/04/02 13:48:32,true,TRUE
2880,(536)325-4792x894,2024-02-23T22:06:29.079141,2024/07/09 15:56:21,true,true
2881,001-600-213-4123,2024-07-14T02:36:11.347593,2024/02/25 01:49:37,FALSE,TRUE
2882,674-254-0376x44462,2020-03-03T12:21:40.461457,2024/06/05 08:07:18,false,false
2883,4717024523,2022-01-09T07:01:59.009586,2024/08/26 21:39:39,false,true
2884,001-327-676-2190x0036,2020-12-11T19:07:20.614667,2024/02/28 18:43:03,TRUE,TRUE
2885,(871)981-4290x5566,2022-01-14T02:03:08.660042,2024/05/21 06:51:09,FALSE,false
2886,001-948-973-6900x34428,2020-08-12T18:47:28.322316,2024/04/27 12:11:49,false,TRUE
2887,(447)796-8307,2021-07-18T12:15:08.610493,2024/04/01 08:32:38,FALSE,true
2888,695-916-1187,2023-04-14T18:05:16.531321,2024/06/14 02:50:35,false,true
2889,(849)326-8787,2023-05-05T04:19:10.437056,2024/02/05 17:55:56,false,TRUE
2890,2526440932,2021-12-22T12:30:54.488278,2024/09/07 21:17:47,TRUE,FALSE
2891,977-632-9630x47938,2024-07-02T20:42:26.711170,2024/06/24 00:19:16,TRUE,true
2892,587.676.5644x350,2020-01-20T00:29:31.009039,2024/08/14 11:53:29,TRUE,false
2893,593-682-5756x0648,2021-10-20T08:52:30.166010,2024/05/07 22:22:43,TRUE,false
2894,466.581.1685,2023-08-25T08:00:10.749870,2024/07/15 12:22:46,FALSE,FALSE
2895,642-833-0257,2021-01-15T01:33:55.810248,2024/10/31 16:47:09,TRUE,false
2896,248.385.7119x9213,2022-05-14T10:40:51.420017,2024/05/07 17:48:53,true,FALSE
2897,(546)991-9150,2021-07-17T14:52:59.532866,2024/06/30 06:26:27,TRUE,false
2898,001-860-249-0789,2024-01-24T02:05:33.822360,2024/08/25 11:33:41,FALSE,true
2899,(299)538-8024,2024-06-06T21:31:39.826962,2024/10/11 09:19:43,false,TRUE
2900,+1-579-347-2504,2022-01-07T18:04:31.556390,2024/05/28 21:24:48,false,true
2901,+1-741-542-4166x90369,2022-10-19T07:19:44.475882,2024/09/14 14:45:33,TRUE,true
2902,332.672.3328,2023-11-30T19:03:46.608292,2024/06/12 00:29:12,TRUE,false
2903,(349)929-0535x93775,2023-07-14T22:54:25.240073,2024/05/17 01:07:42,TRUE,FALSE
2904,+1-555-883-9544x5080,2022-10-18T02:43:32.310549,2024/10/07 14:51:40,FALSE,TRUE
2905,+1-554-919-6706,2020-12-12T01:26:00.692931,2024/01/30 21:17:15,TRUE,FALSE
2906,666-829-0554,2020-03-08T10:16:35.305153,2024/09/22 03:04:07,TRUE,true
2907,+1-698-660-7847x2645,2023-12-30T20:23:34.774024,2024/07/08 03:35:56,TRUE,TRUE
2908,595-899-2631x5918,2020-10-22T14:56:39.355002,2024/06/22 10:30:54,FALSE,FALSE
2909,(810)804-7628x29592,2024-01-07T22:34:37.844485,2024/05/17 13:21:17,FALSE,true
2910,719.462.8279x29489,2021-09-21T08:32:31.553006,2024/04/04 08:37:38,true,FALSE
2911,5485355370,2022-06-08T06:15:35.244789,2024/02/14 19:49:38,FALSE,false
2912,9348404081,2022-11-08T03:18:11.831964,2024/06/09 15:07:08,TRUE,false
2913,+1-219-753-9370x9797,2022-01-24T22:04:35.442042,2024/11/07 03:18:35,false,TRUE
2914,702-335-2430x9574,2023-06-27T00:09:26.292218,2024/10/25 00:09:19,TRUE,TRUE
2915,966-323-0329,2024-05-18T04:13:06.083469,2024/02/09 15:39:01,FALSE,false
2916,762.707.8155,2023-08-08T19:03:33.731955,2024/10/28 00:20:52,false,true
2917,384.291.9537,2020-10-04T11:17:39.773962,2024/03/31 18:41:02,false,false
2918,617.584.6103x483,2021-09-27T04:51:59.639368,2024/03/10 02:34:18,TRUE,true
2919,976.212.9654x989,2024-08-15T13:51:33.400626,2024/03/09 07:36:36,false,FALSE
2920,403-456-2511,2022-06-21T07:30:37.287591,2024/10/23 12:40:42,false,FALSE
2921,496-725-4066,2020-08-19T03:13:37.714297,2024/01/09 14:42:11,false,FALSE
2922,001-714-212-4347,2023-09-08T17:42:13.984695,2024/11/10 20:26:56,true,true
2923,338.470.6878x94292,2020-09-25T06:41:44.285437,2024/02/05 22:51:11,FALSE,false
2924,+1-853-368-2177x0130,2022-03-21T15:54:43.092910,2024/04/29 16:18:16,false,TRUE
2925,001-799-405-9056x93079,2023-09-15T13:26:42.753903,2024/02/05 06:38:03,FALSE,TRUE
2926,(868)222-1735,2023-01-06T08:04:14.855922,2024/11/14 13:04:12,false,true
2927,001-717-879-0927x982,2020-05-21T01:59:55.629427,2024/08/24 11:15:47,false,FALSE
2928,242.945.8609x71912,2020-09-01T12:18:47.930597,2024/09/26 03:58:49,false,false
2929,881.322.0477x0341,2024-03-15T09:04:35.892514,2024/04/12 17:06:24,FALSE,FALSE
2930,285.350.9957x6222,2022-01-20T13:00:01.574089,2024/10/12 00:45:54,true,TRUE
2931,401.270.7271x8400,2020-06-03T19:19:03.721848,2024/05/27 08:58:28,false,TRUE
2932,001-937-935-9866x1183,2023-03-29T14:48:51.044014,2024/08/24 01:25:19,TRUE,false
2933,440-488-3427x43997,2022-07-25T08:28:08.340471,2024/04/30 02:02:06,TRUE,false
2934,293.255.6217x31505,2021-09-30T22:51:26.068176,2024/05/09 13:18:09,TRUE,false
2935,392.613.4626,2020-10-22T03:35:47.326417,2024/10/24 19:51:48,TRUE,TRUE
2936,8137617983,2023-06-29T13:13:57.509389,2024/09/06 16:41:22,false,false
2937,+1-826-628-4720x790,2022-08-17T12:03:13.592314,2024/01/31 15:48:58,TRUE,false
2938,001-553-709-1914,2023-01-19T12:55:04.746911,2024/09/04 09:10:20,FALSE,false
2939,450-925-3239,2020-10-08T04:28:13.272820,2024/04/01 01:43:31,TRUE,TRUE
2940,001-420-611-7554x59239,2022-10-27T12:36:11.146562,2024/11/23 16:27:43,false,false
2941,+1-224-671-9459x998,2022-08-02T12:09:10.408269,2024/07/28 14:32:00,false,TRUE
2942,559.404.8162,2022-06-30T06:20:45.064119,2024/05/03 01:03:00,FALSE,true
2943,328-676-5537,2022-06-04T18:46:58.153474,2024/07/03 11:48:03,FALSE,true
2944,569.904.5051,2022-04-19T06:44:28.973882,2024/07/11 08:43:10,TRUE,FALSE
2945,001-981-512-2279x1109,2020-04-29T08:21:02.046357,2024/08/31 20:25:03,false,TRUE
2946,001-675-654-4134x566,2021-12-02T15:40:14.763130,2024/10/15 01:45:00,true,TRUE
2947,+1-914-737-1617x545,2023-10-04T17:45:23.622814,2024/04/11 13:03:49,true,true
2948,216-665-8665x53336,2023-09-17T18:55:53.378988,2024/10/25 11:15:30,true,TRUE
2949,968.707.4260x897,2020-08-10T18:35:56.214090,2024/05/02 12:11:13,TRUE,TRUE
2950,001-462-426-3584x569,2021-06-13T18:40:17.634534,2024/03/21 11:31:42,false,true
2951,432-408-9298x00339,2020-05-03T18:42:13.760686,2024/07/14 10:15:28,false,TRUE
2952,(487)502-3915,2022-09-07T04:21:58.157367,2024/03/21 09:41:10,false,false
2953,(242)263-5565x2554,2021-05-18T19:10:35.035378,2024/09/21 07:06:30,true,true
2954,+1-371-483-7761x0861,2022-04-07T00:14:54.984238,2024/01/22 22:56:11,FALSE,FALSE
2955,(984)784-9190,2021-01-31T12:41:59.690065,2024/04/30 04:42:21,false,true
2956,(397)547-7428x5319,2023-04-24T18:02:08.182955,2024/02/24 14:15:49,true,true
2957,+1-857-780-4584x299,2022-03-19T12:56:22.373371,2024/04/12 01:51:09,false,TRUE
2958,(785)806-5973x965,2021-03-11T17:43:21.000669,2024/08/31 03:28:50,TRUE,TRUE
2959,+1-484-890-0075x2618,2020-03-30T07:31:27.425809,2024/06/14 02:32:19,false,true
2960,(735)656-9425,2023-12-27T15:20:09.962176,2024/08/31 02:52:49,FALSE,TRUE
2961,001-412-515-6546,2020-11-22T03:43:12.433028,2024/01/30 00:50:33,true,FALSE
2962,825-414-5605x2155,2021-07-02T02:05:56.589316,2024/11/16 22:08:49,false,TRUE
2963,(336)986-0342,2023-10-03T08:52:49.983252,2024/05/05 05:19:07,false,TRUE
2964,8187502158,2021-09-23T11:20:38.735683,2024/04/19 22:55:17,TRUE,false
2965,789-588-3247,2024-11-20T06:49:12.327537,2024/10/27 20:21:57,TRUE,true
2966,+1-777-408-5973x163,2021-10-13T13:27:31.190789,2024/11/05 01:08:02,false,FALSE
2967,522-653-5544,2022-04-30T23:52:12.804050,2024/07/23 23:06:30,TRUE,true
2968,001-332-324-3735x707,2022-10-14T17:11:32.060995,2024/06/13 18:27:23,FALSE,TRUE
2969,(494)537-4580x45122,2021-01-27T14:59:25.033207,2024/04/13 02:13:33,TRUE,true
2970,001-427-350-3951,2023-04-11T22:56:25.264487,2024/10/08 05:43:21,false,false
2971,352.751.3822x33335,2020-12-19T20:54:45.763125,2024/02/01 12:11:51,TRUE,TRUE
2972,755-845-6777x7115,2020-04-01T17:08:05.984201,2024/01/04 10:17:57,false,FALSE
2973,5487433199,2021-11-04T13:45:02.652151,2024/03/31 19:39:14,false,FALSE
2974,+1-811-249-0032x0607,2022-08-12T09:33:20.595001,2024/08/30 14:00:56,TRUE,true
2975,963.992.1246x130,2023-02-21T02:10:54.245627,2024/01/17 05:23:40,true,true
2976,+1-434-371-0774,2022-12-01T04:01:38.209146,2024/04/28 03:11:50,FALSE,TRUE
2977,5079025175,2021-07-02T18:09:08.343209,2024/08/27 12:56:17,false,true
2978,212-580-0873x1201,2022-04-03T00:38:39.924691,2024/10/08 08:41:45,true,true
2979,+1-934-875-4369x6870,2023-12-20T17:47:32.321585,2024/02/12 10:26:13,FALSE,true
2980,249.959.8773x45506,2020-11-08T12:09:12.173826,2024/11/22 16:59:11,TRUE,true
2981,+1-559-758-2628x089,2023-10-17T02:26:14.777345,2024/10/24 07:05:57,TRUE,TRUE
2982,587-650-2622,2023-06-08T14:05:57.612527,2024/06/16 15:26:13,false,true
2983,265-895-0307x65563,2020-06-07T18:40:31.787256,2024/02/19 22:10:14,false,false
2984,224.474.6304,2022-01-20T11:04:18.068529,2024/06/14 02:02:16,false,true
2985,352.443.4127,2020-01-15T22:41:40.101486,2024/08/06 04:25:03,true,FALSE
2986,801-689-9601,2024-09-12T01:20:10.237327,2024/10/22 23:24:13,true,TRUE
2987,216-744-0632x1699,2022-12-01T11:31:51.856951,2024/02/21 18:32:04,TRUE,FALSE
2988,(644)390-8195,2022-02-06T17:58:05.886608,2024/08/04 07:15:07,false,FALSE
2989,8256705579,2024-06-02T19:29:44.583369,2024/08/15 23:16:05,false,false
